NR.;CODICE UNIONE;REGIONE;PROVINCIA;DESCRIZIONE UNIONE DI COMUNI;DATA COSTITUZIONE;NR. COMUNI;COMUNI APPARTENENTI ALL'UNIONE;POP. UOMINI;POP. DONNE;POP. TOTALE
0;1030456150;LOMBARDIA;MANTOVA;UNIONE DI COMUNI LOMBARDA ESSEVUM;11-Set-2019;2;;5.719;5.850;11.569
1;;;;;;;CASTELBELFORTE;1.511;1.558;3.069
2;;;;;;;ROVERBELLA;4.208;4.292;8.500
0;1030456100;LOMBARDIA;MANTOVA;UNIONE DI COMUNI LOMBARDA MINCIO PO;19-Mar-2016;2;;1.825;2.008;3.833
1;;;;;;;SERRAVALLE A PO;774;819;1.593
2;;;;;;;SUSTINENTE;1.051;1.189;2.240
0;1030496020;LOMBARDIA;MILANO;BASIANO E MASATE;1-Gen-2002;2;;3.449;3.502;6.951
1;;;;;;;BASIANO;1.807;1.832;3.639
2;;;;;;;MASATE;1.642;1.670;3.312
0;1030496030;LOMBARDIA;MILANO;UNIONE DEI COMUNI I FONTANILI;31-Dic-2012;4;;10.151;10.436;20.587
1;;;;;;;BESATE;998;1.024;2.022
2;;;;;;;GAGGIANO;4.374;4.559;8.933
3;;;;;;;NOVIGLIO;2.134;2.103;4.237
4;;;;;;;ROSATE;2.645;2.750;5.395
0;1030496040;LOMBARDIA;MILANO;UNIONE DEI COMUNI SUD EST MILANO PARCO DELL'ADDETTA;15-Gen-2015;3;;4.482;4.538;9.020
1;;;;;;;COLTURANO;984;968;1.952
2;;;;;;;DRESANO;1.509;1.514;3.023
3;;;;;;;VIZZOLO PREDABISSI;1.989;2.056;4.045
0;1030496050;LOMBARDIA;MILANO;UNIONE DI COMUNI LOMBARDA ADDA MARTESANA;16-Giu-2016;4;;10.856;10.955;21.811
1;;;;;;;BELLINZAGO LOMBARDO;1.859;1.951;3.810
2;;;;;;;LISCATE;2.057;1.993;4.050
3;;;;;;;POZZUOLO MARTESANA;3.868;4.115;7.983
4;;;;;;;TRUCCAZZANO;3.072;2.896;5.968
0;1031046010;LOMBARDIA;MONZA E DELLA BRIANZA;UNIONE DEI COMUNI DEI TRE PARCHI;21-Mag-2014;4;;20.022;21.406;41.428
1;;;;;;;BURAGO DI MOLGORA;2.041;2.199;4.240
2;;;;;;;CARNATE;3.568;3.609;7.177
3;;;;;;;ORNAGO;2.305;2.397;4.702
4;;;;;;;VIMERCATE;12.108;13.201;25.309
0;1031046020;LOMBARDIA;MONZA E DELLA BRIANZA;UNIONE DEI COMUNI PRIME TERRE DI BRIANZA;3-Nov-2015;2;;4.924;5.244;10.168
1;;;;;;;CAMPARADA;983;1.091;2.074
2;;;;;;;LESMO;3.941;4.153;8.094
0;1031046030;LOMBARDIA;MONZA E DELLA BRIANZA;UNIONE LOMBARDA DEI COMUNI DI BELLUSCO E MEZZAGO;10-Mag-2016;2;;5.532;5.786;11.318
1;;;;;;;BELLUSCO;3.534;3.678;7.212
2;;;;;;;MEZZAGO;1.998;2.108;4.106
0;1030576110;LOMBARDIA;PAVIA;CAMPOSPINOSO E ALBAREDO;1-Gen-2000;2;;591;624;1.215
1;;;;;;;ALBAREDO ARNABOLDI;123;102;225
2;;;;;;;CAMPOSPINOSO;468;522;990
0;1030576010;LOMBARDIA;PAVIA;DELL'ALTA VALLE VERSA;1-Gen-2000;3;;440;460;900
1;;;;;;;GOLFERENZO;110;96;206
2;;;;;;;MONTECALVO VERSIGGIA;265;296;561
3;;;;;;;VOLPARA;65;68;133
0;1030576220;LOMBARDIA;PAVIA;FRASCAROLO, TORRE BERETTI E CASTELLARO;1-Gen-2003;2;;876;926;1.802
1;;;;;;;FRASCAROLO;583;631;1.214
2;;;;;;;TORRE BERETTI E CASTELLARO;293;295;588
0;1030576030;LOMBARDIA;PAVIA;OLTREPADANI;1-Gen-1999;2;;714;764;1.478
1;;;;;;;CORANA;378;420;798
2;;;;;;;SILVANO PIETRA;336;344;680
0;1030576040;LOMBARDIA;PAVIA;OLTREPO CENTRALE;1-Gen-2000;3;;945;983;1.928
1;;;;;;;CORVINO SAN QUIRICO;498;536;1.034
2;;;;;;;MORNICO LOSANA;364;357;721
3;;;;;;;OLIVA GESSI;83;90;173
0;1030576020;LOMBARDIA;PAVIA;PIEVE DEL CAIRO E GAMBARANA;1-Gen-1999;2;;1.132;1.218;2.350
1;;;;;;;GAMBARANA;113;129;242
2;;;;;;;PIEVE DEL CAIRO;1.019;1.089;2.108
0;1030576150;LOMBARDIA;PAVIA;PRIMA COLLINA;1-Gen-2001;3;;1.231;1.319;2.550
1;;;;;;;CANNETO PAVESE;685;738;1.423
2;;;;;;;CASTANA;358;386;744
3;;;;;;;MONTESCANO;188;195;383
0;1030576130;LOMBARDIA;PAVIA;SAN ZENONE AL PO, SPESSA;1-Gen-2000;2;;586;614;1.200
1;;;;;;;SAN ZENONE AL PO;290;308;598
2;;;;;;;SPESSA;296;306;602
0;1030576320;LOMBARDIA;PAVIA;UNIONE DEI COMUNI LOMBARDA BORGHI E VALLI D'OLTREPO;6-Apr-2016;4;;1.171;1.175;2.346
1;;;;;;;BORGO PRIOLO;701;681;1.382
2;;;;;;;BORGORATTO MORMOROLO;203;220;423
3;;;;;;;MONTESEGALE;154;153;307
4;;;;;;;ROCCA SUSELLA;113;121;234
0;1030576200;LOMBARDIA;PAVIA;UNIONE DEI COMUNI LOMBARDA DI PIEVE PORTO MORONE, BADIA PAVESE E MONTICELLI PAVESE;1-Gen-2003;3;;1.955;1.946;3.901
1;;;;;;;BADIA PAVESE;203;199;402
2;;;;;;;MONTICELLI PAVESE;358;353;711
3;;;;;;;PIEVE PORTO MORONE;1.394;1.394;2.788
0;1030576310;LOMBARDIA;PAVIA;UNIONE DEI COMUNI LOMBARDA DI VERRUA PO E REA;1-Gen-2010;2;;835;916;1.751
1;;;;;;;REA;191;241;432
2;;;;;;;VERRUA PO;644;675;1.319
0;1030576350;LOMBARDIA;PAVIA;UNIONE DEI COMUNI LOMBARDA OLTREPO LOMBARDO;30-Set-2015;2;;258;253;511
1;;;;;;;CALVIGNANO;59;69;128
2;;;;;;;FORTUNAGO;199;184;383
0;1030576330;LOMBARDIA;PAVIA;UNIONE DEI COMUNI LOMBARDA VALLE DEL PO;30-Set-2015;2;;1.270;1.322;2.592
1;;;;;;;BARBIANELLO;440;450;890
2;;;;;;;PINAROLO PO;830;872;1.702
0;1030576280;LOMBARDIA;PAVIA;UNIONE DI COMUNI LOMBARDA COLLINE D'OLTREPO;1-Gen-2010;2;;515;479;994
1;;;;;;;PIETRA DE' GIORGI;472;443;915
2;;;;;;;ROCCA DE' GIORGI;43;36;79
0;1030576340;LOMBARDIA;PAVIA;UNIONE DI COMUNI LOMBARDA TERRE DEI MALASPINA;16-Apr-2016;2;;531;513;1.044
1;;;;;;;CECIMA;122;111;233
2;;;;;;;PONTE NIZZA;409;402;811
0;1030576140;LOMBARDIA;PAVIA;UNIONE MICROPOLIS;1-Gen-2001;2;;743;797;1.540
1;;;;;;;CERVESINA;582;642;1.224
2;;;;;;;PANCARANA;161;155;316
0;1030776010;LOMBARDIA;SONDRIO;DELLA VALMALENCO;1-Gen-2001;3;;2.717;2.746;5.463
1;;;;;;;CASPOGGIO;729;771;1.500
2;;;;;;;CHIESA IN VALMALENCO;1.288;1.303;2.591
3;;;;;;;LANZADA;700;672;1.372
0;1030776030;LOMBARDIA;SONDRIO;SPRIANA E TORRE DI SANTA MARIA;1-Gen-2002;2;;454;471;925
1;;;;;;;SPRIANA;52;49;101
2;;;;;;;TORRE DI SANTA MARIA;402;422;824
0;1030866010;LOMBARDIA;VARESE;LONATE POZZOLO E FERNO;1-Gen-2000;2;;9.229;9.305;18.534
1;;;;;;;FERNO;3.399;3.387;6.786
2;;;;;;;LONATE POZZOLO;5.830;5.918;11.748
0;1030866040;LOMBARDIA;VARESE;UNIONE COMUNI OVEST LAGO VARESE;22-Lug-2015;3;;1.816;1.871;3.687
1;;;;;;;BARDELLO;735;815;1.550
2;;;;;;;BREGANO;428;411;839
3;;;;;;;MALGESSO;653;645;1.298
0;1030866030;LOMBARDIA;VARESE;UNIONE DEI COMUNI LOMBARDA PREALPI;29-Apr-2015;4;;1.128;1.128;2.256
1;;;;;;;AGRA;198;181;379
2;;;;;;;CURIGLIA CON MONTEVIASCO;94;96;190
3;;;;;;;DUMENZA;716;717;1.433
4;;;;;;;TRONZANO LAGO MAGGIORE;120;134;254
0;1030866020;LOMBARDIA;VARESE;UNIONE DEL MEDIO VERBANO;1-Gen-2005;9;;9.902;10.148;20.050
1;;;;;;;CARAVATE;1.317;1.295;2.612
2;;;;;;;CASALZUIGNO;659;645;1.304
3;;;;;;;CASTELLO CABIAGLIO;273;257;530
4;;;;;;;CITTIGLIO;1.961;2.011;3.972
5;;;;;;;CUVIO;833;865;1.698
6;;;;;;;GEMONIO;1.405;1.478;2.883
7;;;;;;;LEGGIUNO;1.735;1.836;3.571
8;;;;;;;MONVALLE;944;1.000;1.944
9;;;;;;;SANGIANO;775;761;1.536
0;3110036010;MARCHE;ANCONA;BELVEDERE OSTRENSE - MORRO D'ALBA - SAN MARCELLO;1-Gen-2000;3;;3.119;3.215;6.334
1;;;;;;;BELVEDERE OSTRENSE;1.127;1.161;2.288
2;;;;;;;MORRO D'ALBA;973;1.004;1.977
3;;;;;;;SAN MARCELLO;1.019;1.050;2.069
0;3110036040;MARCHE;ANCONA;DELLA MEDIA VALLESINA;1-Gen-2003;5;;6.410;6.868;13.278
1;;;;;;;CASTELPLANIO;1.706;1.776;3.482
2;;;;;;;MAIOLATI SPONTINI;2.936;3.239;6.175
3;;;;;;;POGGIO SAN MARCELLO;361;370;731
4;;;;;;;ROSORA;959;1.029;1.988
5;;;;;;;SAN PAOLO DI JESI;448;454;902
0;3110036030;MARCHE;ANCONA;MISA-NEVOLA;1-Gen-2001;2;;3.339;3.469;6.808
1;;;;;;;CASTELLEONE DI SUASA;842;860;1.702
2;;;;;;;CORINALDO;2.497;2.609;5.106
0;3110036070;MARCHE;ANCONA;MONTEMARCIANO E MONTE SAN VITO;1-Gen-2006;2;;8.216;8.600;16.816
1;;;;;;;MONTE SAN VITO;3.247;3.459;6.706
2;;;;;;;MONTEMARCIANO;4.969;5.141;10.110
0;3110036090;MARCHE;ANCONA;UNIONE DEI COMUNI DI CASTELBELLINO E MONTE ROBERTO;23-Mar-2016;2;;3.767;4.022;7.789
1;;;;;;;CASTELBELLINO;2.289;2.474;4.763
2;;;;;;;MONTE ROBERTO;1.478;1.548;3.026
0;3110036100;MARCHE;ANCONA;UNIONE DEI COMUNI LE TERRE DELLA MARCA SENONE;16-Mar-2018;7;;34.711;37.485;72.196
1;;;;;;;ARCEVIA;2.361;2.553;4.914
2;;;;;;;BARBARA;692;716;1.408
3;;;;;;;OSTRA;3.284;3.459;6.743
4;;;;;;;OSTRA VETERE;1.697;1.774;3.471
5;;;;;;;SENIGALLIA;21.131;23.230;44.361
6;;;;;;;SERRA DE' CONTI;1.806;1.916;3.722
7;;;;;;;TRECASTELLI;3.740;3.837;7.577
0;3110036080;MARCHE;ANCONA;UNIONE MONTANA DELL'ESINO - FRASASSI;1-Gen-2015;4;;21.755;23.731;45.486
1;;;;;;;CERRETO D'ESI;1.965;2.002;3.967
2;;;;;;;FABRIANO;14.752;16.268;31.020
3;;;;;;;SASSOFERRATO;3.648;3.884;7.532
4;;;;;;;SERRA SAN QUIRICO;1.390;1.577;2.967
0;3110036050;MARCHE;ANCONA;UNIONE TERRA DEI CASTELLI;1-Gen-2005;4;;7.513;7.763;15.276
1;;;;;;;AGUGLIANO;2.377;2.493;4.870
2;;;;;;;OFFAGNA;927;953;1.880
3;;;;;;;POLVERIGI;2.168;2.159;4.327
4;;;;;;;SANTA MARIA NUOVA;2.041;2.158;4.199
0;3110066050;MARCHE;ASCOLI PICENO;UNIONE DEI COMUNI PICENI;29-Dic-2014;3;;10.226;10.396;20.622
1;;;;;;;ACQUAVIVA PICENA;1.909;1.939;3.848
2;;;;;;;MONSAMPOLO DEL TRONTO;2.275;2.288;4.563
3;;;;;;;MONTEPRANDONE;6.042;6.169;12.211
0;3110066030;MARCHE;ASCOLI PICENO;UNIONE MONTANA DEI SIBILLINI;1-Gen-2015;11;;7.251;7.497;14.748
1;;;;;;;AMANDOLA;1.804;1.905;3.709
2;;;;;;;COMUNANZA;1.596;1.608;3.204
3;;;;;;;FORCE;700;728;1.428
4;;;;;;;MONTEDINOVE;263;242;505
5;;;;;;;MONTEFALCONE APPENNINO;227;218;445
6;;;;;;;MONTEFORTINO;609;605;1.214
7;;;;;;;MONTELPARO;422;439;861
8;;;;;;;MONTEMONACO;307;328;635
9;;;;;;;ROTELLA;452;484;936
10;;;;;;;SANTA VITTORIA IN MATENANO;687;735;1.422
11;;;;;;;SMERILLO;184;205;389
0;3110066040;MARCHE;ASCOLI PICENO;UNIONE MONTANA DEL TRONTO E VALFLUVIONE;1-Gen-2015;8;;6.938;7.192;14.130
1;;;;;;;ACQUASANTA TERME;1.501;1.549;3.050
2;;;;;;;APPIGNANO DEL TRONTO;891;961;1.852
3;;;;;;;ARQUATA DEL TRONTO;640;647;1.287
4;;;;;;;CASTIGNANO;1.448;1.499;2.947
5;;;;;;;MONTEGALLO;282;291;573
6;;;;;;;PALMIANO;102;112;214
7;;;;;;;ROCCAFLUVIONE;1.033;1.028;2.061
8;;;;;;;VENAROTTA;1.041;1.105;2.146
0;3110066020;MARCHE;ASCOLI PICENO;VALLATA DEL TRONTO;1-Gen-2005;5;;13.119;13.562;26.681
1;;;;;;;CASTEL DI LAMA;4.198;4.272;8.470
2;;;;;;;CASTORANO;1.152;1.170;2.322
3;;;;;;;COLLI DEL TRONTO;1.758;1.808;3.566
4;;;;;;;OFFIDA;2.527;2.688;5.215
5;;;;;;;SPINETOLI;3.484;3.624;7.108
0;3111056010;MARCHE;FERMO;VALDASO;1-Gen-2000;7;;6.989;7.278;14.267
1;;;;;;;ALTIDONA;1.577;1.657;3.234
2;;;;;;;CAMPOFILONE;975;976;1.951
3;;;;;;;LAPEDONA;592;583;1.175
4;;;;;;;MONTEFIORE DELL'ASO;1.060;1.120;2.180
5;;;;;;;MONTERUBBIANO;1.140;1.211;2.351
6;;;;;;;MORESCO;291;314;605
7;;;;;;;PEDASO;1.354;1.417;2.771
0;3110446010;MARCHE;MACERATA;UNIONE MONTANA ALTE VALLI DEL POTENZA E DELL'ESINO;1-Gen-2015;12;;27.661;29.228;56.889
1;;;;;;;APIRO;1.169;1.252;2.421
2;;;;;;;CASTELRAIMONDO;2.309;2.432;4.741
3;;;;;;;CINGOLI;5.128;5.381;10.509
4;;;;;;;ESANATOGLIA;1.019;1.128;2.147
5;;;;;;;FIUMINATA;736;761;1.497
6;;;;;;;GAGLIOLE;338;317;655
7;;;;;;;MATELICA;4.944;5.234;10.178
8;;;;;;;PIORACO;586;664;1.250
9;;;;;;;POGGIO SAN VICINO;147;150;297
10;;;;;;;SAN SEVERINO MARCHE;6.247;6.771;13.018
11;;;;;;;SEFRO;218;213;431
12;;;;;;;TREIA;4.820;4.925;9.745
0;3110446020;MARCHE;MACERATA;UNIONE MONTANA DEI MONTI AZZURRI;1-Gen-2015;15;;20.320;21.785;42.105
1;;;;;;;BELFORTE DEL CHIENTI;903;957;1.860
2;;;;;;;CALDAROLA;896;943;1.839
3;;;;;;;CAMPOROTONDO DI FIASTRONE;270;319;589
4;;;;;;;CESSAPALOMBO;275;271;546
5;;;;;;;COLMURANO;638;640;1.278
6;;;;;;;GUALDO;420;448;868
7;;;;;;;LORO PICENO;1.190;1.291;2.481
8;;;;;;;MONTE SAN MARTINO;372;420;792
9;;;;;;;PENNA SAN GIOVANNI;545;609;1.154
10;;;;;;;RIPE SAN GINESIO;419;441;860
11;;;;;;;SAN GINESIO;1.756;1.888;3.644
12;;;;;;;SANT'ANGELO IN PONTANO;690;793;1.483
13;;;;;;;SARNANO;1.591;1.776;3.367
14;;;;;;;SERRAPETRONA;493;515;1.008
15;;;;;;;TOLENTINO;9.862;10.474;20.336
0;3110446030;MARCHE;MACERATA;UNIONE MONTANA MARCA DI CAMERINO;1-Gen-2015;5;;5.333;5.766;11.099
1;;;;;;;CAMERINO;3.269;3.633;6.902
2;;;;;;;FIASTRA;350;350;700
3;;;;;;;MUCCIA;440;489;929
4;;;;;;;PIEVE TORINA;728;755;1.483
5;;;;;;;SERRAVALLE DI CHIENTI;546;539;1.085
0;3110596050;MARCHE;PESARO E URBINO;PIAN DEL BRUSCOLO;1-Gen-2003;6;;59.338;63.907;123.245
1;;;;;;;GABICCE MARE;2.811;3.034;5.845
2;;;;;;;GRADARA;2.373;2.385;4.758
3;;;;;;;MOMBAROCCIO;1.077;1.057;2.134
4;;;;;;;MONTELABBATE;3.405;3.314;6.719
5;;;;;;;PESARO;45.715;50.208;95.923
6;;;;;;;TAVULLIA;3.957;3.909;7.866
0;3110596080;MARCHE;PESARO E URBINO;UNIONE MONTANA ALTA VALLE METAURO;1-Gen-2015;7;;18.590;19.525;38.115
1;;;;;;;BORGO PACE;320;323;643
2;;;;;;;FERMIGNANO;4.247;4.368;8.615
3;;;;;;;MERCATELLO SUL METAURO;706;731;1.437
4;;;;;;;PEGLIO;360;375;735
5;;;;;;;SANT'ANGELO IN VADO;2.020;2.087;4.107
6;;;;;;;URBANIA;3.440;3.637;7.077
7;;;;;;;URBINO;7.497;8.004;15.501
0;3110596090;MARCHE;PESARO E URBINO;UNIONE MONTANA DEL CATRIA E NERONE;1-Gen-2015;6;;9.841;10.484;20.325
1;;;;;;;ACQUALAGNA;2.212;2.284;4.496
2;;;;;;;APECCHIO;989;1.024;2.013
3;;;;;;;CAGLI;4.309;4.704;9.013
4;;;;;;;CANTIANO;1.154;1.202;2.356
5;;;;;;;FRONTONE;638;710;1.348
6;;;;;;;SERRA SANT'ABBONDIO;539;560;1.099
0;3110596100;MARCHE;PESARO E URBINO;UNIONE MONTANA DEL MONTEFELTRO;1-Gen-2015;7;;3.606;3.645;7.251
1;;;;;;;BELFORTE ALL'ISAURO;386;402;788
2;;;;;;;CARPEGNA;820;850;1.670
3;;;;;;;FRONTINO;161;152;313
4;;;;;;;LUNANO;776;752;1.528
5;;;;;;;MERCATINO CONCA;552;556;1.108
6;;;;;;;MONTE CERIGNONE;330;348;678
7;;;;;;;MONTE GRIMANO TERME;581;585;1.166
0;3110596060;MARCHE;PESARO E URBINO;VALLE DEL METAURO;28-Mag-2013;2;;10.013;10.003;20.016
1;;;;;;;CARTOCETO;3.919;3.931;7.850
2;;;;;;;COLLI AL METAURO;6.094;6.072;12.166
0;4140196050;MOLISE;CAMPOBASSO;ALTO BIFERNO;1-Gen-2003;3;;1.722;1.776;3.498
1;;;;;;;BUSSO;675;692;1.367
2;;;;;;;CASALCIPRANO;264;307;571
3;;;;;;;ORATINO;783;777;1.560
0;4140196030;MOLISE;CAMPOBASSO;BASSO BIFERNO;1-Gen-2001;8;;17.242;17.604;34.846
1;;;;;;;CAMPOMARINO;3.566;3.502;7.068
2;;;;;;;GUGLIONESI;2.746;2.703;5.449
3;;;;;;;LARINO;3.565;3.577;7.142
4;;;;;;;PETACCIATO;1.801;1.837;3.638
5;;;;;;;PORTOCANNONE;1.249;1.300;2.549
6;;;;;;;SAN GIACOMO DEGLI SCHIAVONI;686;724;1.410
7;;;;;;;SAN MARTINO IN PENSILIS;2.320;2.477;4.797
8;;;;;;;URURI;1.309;1.484;2.793
0;4140196040;MOLISE;CAMPOBASSO;DELLA VALLE DEL TAMMARO;1-Gen-2001;5;;4.899;4.905;9.804
1;;;;;;;CERCEMAGGIORE;1.977;1.950;3.927
2;;;;;;;CERCEPICCOLA;317;368;685
3;;;;;;;MIRABELLO SANNITICO;1.069;1.088;2.157
4;;;;;;;SAN GIULIANO DEL SANNIO;512;538;1.050
5;;;;;;;SEPINO;1.024;961;1.985
0;4140196070;MOLISE;CAMPOBASSO;DELLE SORGENTI DEL BIFERNO;1-Gen-2005;5;;5.629;5.965;11.594
1;;;;;;;BOJANO;3.817;4.129;7.946
2;;;;;;;CAMPOCHIARO;298;339;637
3;;;;;;;COLLE D'ANCHISE;394;408;802
4;;;;;;;SAN MASSIMO;445;391;836
5;;;;;;;SPINETE;675;698;1.373
0;4140196010;MOLISE;CAMPOBASSO;MEDIA VALLE SANNIO;1-Gen-2000;11;;5.427;5.587;11.014
1;;;;;;;CASTROPIGNANO;486;543;1.029
2;;;;;;;DURONIA;216;215;431
3;;;;;;;FOSSALTO;715;765;1.480
4;;;;;;;LIMOSANO;437;389;826
5;;;;;;;MOLISE;89;73;162
6;;;;;;;PIETRACUPA;109;119;228
7;;;;;;;SALCITO;358;337;695
8;;;;;;;SAN BIASE;101;108;209
9;;;;;;;SANT'ANGELO LIMOSANO;168;180;348
10;;;;;;;TORELLA DEL SANNIO;393;401;794
11;;;;;;;TRIVENTO;2.355;2.457;4.812
0;4140196060;MOLISE;CAMPOBASSO;UNIONE DEI COMUNI DEL CENTRO MOLISE;1-Gen-2004;4;;2.941;3.081;6.022
1;;;;;;;LUCITO;340;394;734
2;;;;;;;MATRICE;547;563;1.110
3;;;;;;;PETRELLA TIFERNINA;561;645;1.206
4;;;;;;;RIPALIMOSANI;1.493;1.479;2.972
0;4140196090;MOLISE;CAMPOBASSO;UNIONE DEI COMUNI MONTANI CASTELLO DI GERIONE;1-Feb-2016;5;;1.972;2.015;3.987
1;;;;;;;CASACALENDA;1.085;1.122;2.207
2;;;;;;;MONTORIO NEI FRENTANI;230;236;466
3;;;;;;;MORRONE DEL SANNIO;327;321;648
4;;;;;;;PROVVIDENTI;68;54;122
5;;;;;;;RIPABOTTONI;262;282;544
0;4140196080;MOLISE;CAMPOBASSO;UNIONE DEL TAPPINO;1-Gen-2006;5;;3.562;3.726;7.288
1;;;;;;;CAMPODIPIETRA;1.268;1.299;2.567
2;;;;;;;GILDONE;421;429;850
3;;;;;;;JELSI;880;917;1.797
4;;;;;;;SAN GIOVANNI IN GALDO;284;340;624
5;;;;;;;TORO;709;741;1.450
0;4140946030;MOLISE;ISERNIA;ALTO VOLTURNO;1-Gen-2003;8;;3.164;3.207;6.371
1;;;;;;;ACQUAVIVA D'ISERNIA;235;220;455
2;;;;;;;CASTEL SAN VINCENZO;265;280;545
3;;;;;;;FILIGNANO;339;350;689
4;;;;;;;FORLI' DEL SANNIO;346;389;735
5;;;;;;;FORNELLI;947;978;1.925
6;;;;;;;MONTENERO VAL COCCHIARA;283;275;558
7;;;;;;;PIZZONE;173;162;335
8;;;;;;;RIONERO SANNITICO;576;553;1.129
0;4140946010;MOLISE;ISERNIA;PENTRI;1-Gen-2000;5;;2.492;2.578;5.070
1;;;;;;;CARPINONE;582;644;1.226
2;;;;;;;MIRANDA;527;537;1.064
3;;;;;;;PESCHE;799;778;1.577
4;;;;;;;PETTORANELLO DEL MOLISE;237;222;459
5;;;;;;;SESSANO DEL MOLISE;347;397;744
0;1010026050;PIEMONTE;ALESSANDRIA;ALTO MONFERRATO ACQUESE;1-Gen-2001;6;;4.325;4.340;8.665
1;;;;;;;ALICE BEL COLLE;408;366;774
2;;;;;;;CASSINE;1.514;1.534;3.048
3;;;;;;;MORSASCO;359;353;712
4;;;;;;;RICALDONE;355;320;675
5;;;;;;;RIVALTA BORMIDA;695;722;1.417
6;;;;;;;STREVI;994;1.045;2.039
0;1010026220;PIEMONTE;ALESSANDRIA;BASSA VALLE SCRIVIA;17-Mar-2014;3;;2.989;3.118;6.107
1;;;;;;;ALZANO SCRIVIA;193;187;380
2;;;;;;;CASTELNUOVO SCRIVIA;2.641;2.773;5.414
3;;;;;;;GUAZZORA;155;158;313
0;1010026190;PIEMONTE;ALESSANDRIA;BASSO MONFERRATO;1-Gen-2013;4;;1.577;1.654;3.231
1;;;;;;;ALFIANO NATTA;359;395;754
2;;;;;;;MURISENGO;707;743;1.450
3;;;;;;;ROBELLA;254;250;504
4;;;;;;;VILLADEATI;257;266;523
0;1010026090;PIEMONTE;ALESSANDRIA;CAMAGNA MONFERRATO - CONZANO E CUCCARO MONFERRATO;1-Gen-2003;2;;744;781;1.525
1;;;;;;;CAMAGNA MONFERRATO;259;251;510
2;;;;;;;CONZANO;485;530;1.015
0;1010026180;PIEMONTE;ALESSANDRIA;CAMINO CONIOLO PONTESTURA E SOLONGHELLO;1-Gen-2013;4;;1.458;1.524;2.982
1;;;;;;;CAMINO;389;413;802
2;;;;;;;CONIOLO;222;229;451
3;;;;;;;PONTESTURA;742;766;1.508
4;;;;;;;SOLONGHELLO;105;116;221
0;1010026170;PIEMONTE;ALESSANDRIA;CINQUE TERRE DEL MONFERRATO;1-Gen-2013;5;;1.509;1.669;3.178
1;;;;;;;OLIVOLA;63;60;123
2;;;;;;;OZZANO MONFERRATO;713;793;1.506
3;;;;;;;SALA MONFERRATO;188;189;377
4;;;;;;;TERRUGGIA;412;489;901
5;;;;;;;TREVILLE;133;138;271
0;1010026100;PIEMONTE;ALESSANDRIA;COMUNITA' COLLINARE COLLI E CASTELLI DEL MONFERRATO;1-Gen-2003;2;;767;777;1.544
1;;;;;;;CERESETO;234;223;457
2;;;;;;;MOMBELLO MONFERRATO;533;554;1.087
0;1010026120;PIEMONTE;ALESSANDRIA;COMUNITA' COLLINARE DEL GAVI;1-Gen-2004;3;;3.534;3.617;7.151
1;;;;;;;CAPRIATA D'ORBA;927;999;1.926
2;;;;;;;FRANCAVILLA BISIO;250;268;518
3;;;;;;;GAVI;2.357;2.350;4.707
0;1010026080;PIEMONTE;ALESSANDRIA;COMUNITA' COLLINARE DELLA VALCERRINA;1-Gen-2002;7;;2.320;2.393;4.713
1;;;;;;;CERRINA MONFERRATO;746;749;1.495
2;;;;;;;GABIANO;596;616;1.212
3;;;;;;;MONCESTINO;110;118;228
4;;;;;;;ODALENGO GRANDE;240;247;487
5;;;;;;;PONZANO MONFERRATO;179;201;380
6;;;;;;;SERRALUNGA DI CREA;280;299;579
7;;;;;;;VILLAMIROGLIO;169;163;332
0;1010026130;PIEMONTE;ALESSANDRIA;COMUNITA' COLLINARE IL GIRASOLE;1-Gen-2005;3;;1.139;1.243;2.382
1;;;;;;;BORGORATTO ALESSANDRINO;289;328;617
2;;;;;;;FRASCARO;206;240;446
3;;;;;;;OVIGLIO;644;675;1.319
0;1010026200;PIEMONTE;ALESSANDRIA;DAL TOBBIO AL COLMA;14-Giu-2013;5;;1.683;1.627;3.310
1;;;;;;;BELFORTE MONFERRATO;259;246;505
2;;;;;;;BOSIO;647;593;1.240
3;;;;;;;CASALEGGIO BOIRO;203;198;401
4;;;;;;;LERMA;422;451;873
5;;;;;;;MONTALDEO;152;139;291
0;1010026070;PIEMONTE;ALESSANDRIA;TRA STURE E PO;1-Gen-2002;3;;2.290;2.490;4.780
1;;;;;;;BALZOLA;691;729;1.420
2;;;;;;;MORANO SUL PO;717;794;1.511
3;;;;;;;VILLANOVA MONFERRATO;882;967;1.849
0;1010026160;PIEMONTE;ALESSANDRIA;UNIONE COLLINARE TERRE DI VIGNETI E PIETRA DA CANTONI;1-Gen-2013;3;;1.668;1.780;3.448
1;;;;;;;CELLA MONTE;258;270;528
2;;;;;;;ROSIGNANO MONFERRATO;798;843;1.641
3;;;;;;;SAN GIORGIO MONFERRATO;612;667;1.279
0;1010026250;PIEMONTE;ALESSANDRIA;UNIONE DEI COMUNI MONTANI VAL LEMME;6-Dic-2013;4;;1.186;1.116;2.302
1;;;;;;;CARROSIO;249;232;481
2;;;;;;;FRACONALTO;200;152;352
3;;;;;;;PARODI LIGURE;360;350;710
4;;;;;;;VOLTAGGIO;377;382;759
0;1010026110;PIEMONTE;ALESSANDRIA;UNIONE DEI COMUNI TERRE DEL PO E COLLINE DEL MONFERRATO;1-Gen-2004;9;;4.687;4.942;9.629
